test_case_id,human_model,case_type,human_overall,ai_overall,verdict,reason
m082-POS-01,Motivated Reasoning Detection,POS,4.7,4.8,ai,"vs baseline: the v5 non-routed AI lost this case outright (2.9 vs 4.7) — it accepted the supplied TCO model as an authoritative, direction-neutral frame, re-verified only its arithmetic, and recommended the lapse the model's author (promotion/headcount tied to Atlas adoption) wanted. The v6 routed run closed the gap as first-class contract outputs: who-benefits audit (Alex, policy 12.4), same-evidence-opposite-incentive reading (vendor rep / neutral CFO → renew), exclusion inventory (the model omits exactly the $240K/yr outage losses and $50K/yr scaling capex that favor the vendor), full-cost recompute ($540K vs $1.32M; claimed $1.2M saving reverses to ≈ $780K additional cost, ≈ $2.0M discrepancy in the author's direction), and a self-audit of the detector's own vendor-favoring reading. The m019 gate added the lapse branch's priced failure outcome the v5 tree never built. Residual shared gap: the human pure-style trace remains marginally more efficient than the routed machinery (margin 0.1 <= 0.3, J1 second-judge flag noted)."
m083-NEG-01,Principal-Agent Analysis,NEG,3.0,4.9,ai,"vs baseline: the pure principal-agent human baseline priced protection against a divergence it never verified — it applied the generic 2%/yr defection rate to a relationship whose 30% profit share co-aligns the agent's payoff derivative with the owner's residual, whose 9-year incident-free record and 90% retention contradict the prior, and whose pending equity grant closes the largest vector (portable client migration); its cost-benefit ($30k > $12k) excluded compliance time, the distrust signal, false-positive charges, and the outside-option loop that raises the defection probability the package prices. The v6 routed run held the protective verdict: router kept the trap style out of top-3, dual-routed m019+m039 with m003/m007/m019 gates, and ran the m083 alignment audit BEFORE costing any control — the divergence audit the pure-style baseline skipped, now installed as the P3 branch-completeness gate (source case m083)."
m083-POS-01,Principal-Agent Analysis,POS,4.8,4.9,ai,"vs baseline: the v5 non-routed AI matched the human's equilibria and fix but lost on depth — it never derived the firm's break-even discount (d = 20%), never located the conflict explicitly in the d >= 20% value-destroying region, and folded pay-neutrality into a single line. The v6 routed run closed all three gaps as m083 completion-contract outputs (break-even derivation, conflict-region statement, formal pay-neutrality verification) and added the m019 adversary pass's conflict-relocation finding (the profit share moves the seam to the cost line if costs become discretionary) plus the observed-quarter data-pin (the +45%/−$0.4M quarter implies d ≈ 22%, already inside the destroying region); residual shared gap: the human's pure payoff-math trace remains marginally more efficient than the gate machinery."
m084-NEG-01,Collective Action & Coordination,NEG,2.6,4.9,ai,"vs baseline: the pure-style human baseline executed the registered weakness (abstract; institution failure modes) exactly as designed — it saw the free-rider element (a skip saves 2h while the street stays mostly protected) and answered with fast-tracked formal mechanism design (acclamation ratification, sheet-at-barrier, post-event fines), never pricing stand-up cost against a 36-hour problem lifetime, never noticing its sanctions cannot fire before the crest, ignoring the 6-eyes monitoring already present and the crowding-out of intrinsic reciprocity by fines. The v6 routed run held the protective verdict with quantified machinery: m001 fundamentals+anchor (what does the charter add beyond six neighbors' observation/reciprocity? nothing in-window), m018 steel-manning that survives every design property and dies on every temporal one, m003 inversion's ≥6 ranked failure categories (evening lost, inert sanctions, crowd-out, false assurance, appeals-void, precedent), the m007 ruin screen (charter branch: 100% process cost + 0 deterrence), tempo mode pricing the lost evening, and the insight pass naming the meta-lesson 'the norm is the institution' with the n/horizon cost function."
m084-POS-01,Collective Action & Coordination,POS,4.6,4.8,ai,"vs baseline: the v5 non-routed AI matched the human's institution (contingent access, free endogenous monitoring, graduated sanctions) but lost 4.3 vs 4.6 on ordering and depth — it re-derived the pivotal-marginal logic inside its WHY stage while the human wrote the game down first and owned the equilibrium in one pass ('a shift pays only when I am the exact 8th commitment; the observed failures ARE the equilibrium'), and its institution-failure closure was asserted, not quantified. The v6 routed run closed both gaps as m084 completion-contract outputs: game-write-down first (threshold 8/12, cost 1 vs benefit 3, one-shot), the observed 3- and 5-shift seasons stated AS the equilibrium, efficiency gap 36 vs 8, and an institution-failure check with each vector closed concretely (board-log units, compliant-first sequencing, no-exemption clause); the m007 ruin screen priced the sure 36-forgoed floor and the m019 adversary pass quantified per-vector exposure (one exempted farm reopens the hole for all 12). Residual shared gap: the human's payoff-first trace remains marginally more efficient than the gate machinery."
m085-NEG-01,Tragedy of the Commons Analysis,NEG,2.9,4.9,ai,"vs baseline: the pure-style human baseline fell into the registered trap (over-applied, excludes local norms) exactly as designed — it classified the estuary as open access ('unlicensed ⇒ open access'), dismissed 30 years of audited stability as 'luck, not governance' ('unwritten rules are not rules'), and prescribed the state takeover (40% quota + $15k license + no-entry park) that destroys the functioning commons (11/20 sell out, poaching 3×, stock −20%, monitor stood down). The v5 non-routed AI won this case only emergently — its general machinery happened to frame 'who has access today?' at WHAT. The v6 routed run makes the protection structural: the router held the trap style out of top-3 (KB neg_failure_rate), dual-routed m044+m070 with the m003 gate, installed the m085 over-application guard as the P3 branch-completeness gate (access check before any prescription — source case m085), and added the m097 reference-class falsification (neighboring lagoons had no entry restriction or monitoring — the collapse base rate does not transfer), the m070 evidence-graded SWOT (dropped 'unwritten rules are not rules' as C-grade against the audited record), and the m044 destruction mechanism (state jurisdiction voids the monitor — enforcement vacuum)."
m085-POS-01,Tragedy of the Commons Analysis,POS,4.6,4.8,ai,"vs baseline: the v5 non-routed AI produced the identical governance design (cap = recharge = 10,000 ac-ft/yr; 833/co-op or tradable rights with grandfathering; metering, penalties, transition compensation, drought ratchet) with identical depletion math (2,500 ac-ft/yr drawdown; 30,000/2,500 = 12 years to intrusion), but lost on ordering and ownership: it opened with a stock-flow budget problem and back-filled the commons structure only when the refusals forced it, so the human's signature moves ('the 11 refusals ARE the equilibrium, not bad faith'; 'quota without metering is a suggestion') outranked it on depth, efficiency, and insight. The v6 routed run closed the gap: the m085 completion contract made excludability/rivalry classification the S1 structure-first-scan output (overuse detected BEFORE arithmetic), the refusal-derived design a first-class output, and added the over-application guard (local norms check — verified open access), the m018 steel-man (explicit falsification of the voluntary path in its strongest form), the m019 design-attack (enforcement-capture vector), and the m003 gate (6 ranked failure categories incl. coalition capture). Residual shared gap: the pure human trace remains marginally more efficient than the gate machinery."
m086-NEG-01,Organizational Feedback Loop Analysis,NEG,4.7,4.9,ai,"vs baseline: both sides correctly refused the reductionist trap (v5 AI and human both signed the patch, deferred the council, gated residual levers — the human's margin was the aftermath pass: the AI mentioned freed capacity in one clause, never quantified it (8 × 90% ≈ 7.2 agent-equivalents; 45% cut frees ≈ 3.2), named no make-work or morale/hoarding loop, and had no redeployment ladder; its uncertainty handling was informal. The v6 routed run closed the aftermath gap as the m086 estimator-vs-structure output (data-first ordering: no loop map over the measured 45%; aftermath loops with falsifiable observables — new-process count and disposition-time creep; redeployment: OT → backlog → proactive) and exceeded both baselines on uncertainty: m006 provenance audit (3 likelihood scenarios 0.70/0.85/0.95 → posterior range 45 ± 10% removal → decision-threshold flip demonstrated) and m019's quantified delay vector (4 months × 540/wk ≈ 8,640 tickets ≈ 2,160 agent-hours left running); tempo mode (c:deadline) kept efficiency high while committing at DO; overall 4.7 human vs 4.9 AI, J1 second-judge flag noted."
m086-POS-01,Organizational Feedback Loop Analysis,POS,4.9,4.9,ai,"vs baseline: the v5 non-routed AI caught the structural infeasibility (20×33 = 660 > 480) and predicted gaming but then treated the HQ mandate as fixed and deepened monitoring — feeding the KPI-illusion loop instead of changing loop structure; it missed the support-bottleneck amplifier, gave no markers with timing, and its own REVIEW flagged the error it could not correct. The v6 routed run closed all three gaps as m086 completion-contract outputs (5 signed loops incl. R1 comp-attrition, B3 support-bottleneck, R2 KPI-illusion; policy resistance located in the time stock as a conservation law; a falsifiable observable attached to EVERY loop with Q2-Q4 timing), with m023 opportunity-cost pricing (keep-mandate options forfeit the outcome contract), m070 evidence-graded SWOT (drops the unbacked 'quota forces phone time' claim), m003 ranked failure categories of the redesign itself, and m088 pre-commitment framing of reset triggers; residual shared gap: the human's pure trace remains marginally more efficient than the gate machinery (human 5 vs AI 4.5 efficiency; overall 4.9/4.9, J1 second-judge flag noted)."
m087-NEG-01,BATNA Thinking (Negotiation),NEG,2.6,4.9,ai,"vs baseline: the baseline executed the style's registered weakness to the letter — it strengthened its alternative (the style's own doctrine) with a fabricated Luminex $10.50/unit offer, computed the zone from the CLAIMED floor ([$10.50, $10.20] → false no-zone), and after the bluff collapsed (capacity 30k vs 100k; no quote) the anchor persisted: it rejected the buyer's final $9.00/unit, walked, realized the honest $8.50 spot (−$50k) and forfeited the 3-year framework (~$342k). The routed v6 run held the protective route: P1 provenance classified the claim before any zone math, the true zone [$8.50, $10.20] (midpoint $9.35) was recomputed from the honest floor, and $9.00 was accepted as the +$50k win it is — while m020's ranked pre-mortem explicitly named anchoring-on-the-collapsed-claim as failure #1, the exact trap the baseline fell into."
m087-POS-01,BATNA Thinking (Negotiation),POS,4.6,4.7,ai,"vs baseline: the baseline maps both walk-aways first and lands the two load-bearing insights in one dense pass — 'every price in the zone beats both walk-aways, so the negotiation is only the split' and 'a $13M cap shrinks THEIR zone, not mine' — with identical verdict (reject $12.5M, counter ~$15.0M, floor $12.0M). The routed v6 run now produces the same moves as first-class completed outputs (m087 contract: both walk-aways valued, zone [$12.0M, $17.5M] width $5.5M midpoint $14.75M mapped, leverage assessed, BATNA-inflation guard) and adds what the baseline asserts rather than demonstrates: m019 quantified exposure per pressure vector (~$2.25M surplus surrendered at the 9% opening share) and m007 floor/ruin math with probability provenance. Residual gap is efficiency: the human executes in one pass; the staged pipeline still spends a pass on scaffolding (m064/m094 context) before the zone math owns the decision."
m088-NEG-01,Pre-Commitment & Ulysses Contracts,NEG,2.9,4.9,ai,"vs baseline: the pure style executed its signature move correctly and catastrophically (2.9/5.0) — it read the verifiable family emergency as exactly the moment the binding exists for, invoked the delegated enforcer, and held the line at the price of an irreversible family outcome. The non-routed v5 AI already won (4.9) via an improvised purpose-check; the routed run makes the escape structural: NEG-protective routing held the binding-first reflex out of the lead (its registered inflexibility/commitment-regret weakness is the trap on this signature) and put m063 (contract-interpretation lens) first-class — the release-condition gap becomes a legal drafting finding, each option's precedent is priced (refuse: pledge now governs emergencies it was never built for; fly+pay+document: exceptions expensive/verified/visible; fly+waive: stakes optional), and the mandatory m007 ruin screen (high_stakes) prices the one-shot asymmetry (worst-case of flying is bounded and repairable; worst-case of refusing is ruin). Verdict unchanged and now structural: fly, pay the $10K as designed, document publicly, renegotiate the clause at calm."
m088-POS-01,Pre-Commitment & Ulysses Contracts,POS,4.6,4.9,ai,"vs baseline: the v5 non-routed AI already produced the substantively identical contract (schedule temptation, bind at distance, fail-closed codes, accountant-held unlock + 72h hold, public teeth, pre-set valve, post-launch review) but lost 4.3/4.6 on ordering and ownership — it re-derived the akrasia model inside WHY before applying it (efficiency 3/5) and stated the style's insights later and more cautiously (insight 4/5). The routed run installs m088 as a first-class pass with an explicit six-part completion contract, so schedule-temptation-from-the-record → bind-at-distance → remove-the-option → teeth → pre-set-valve-with-external-reader → commitment-regret-check is the spine of HOW in-frame; m003 and m019 gates add >=6 ranked failure categories (valve mis-tune both directions, accountant override, refund-as-discount and bonus-stack leak channels, admin backdoor) with the un-mitigable residual ($6K/72h are estimates, not frequencies) and quantified exploit exposure in-frame; P1 flags the self-declared $12K panic threshold as interested-party provenance; verdict flips to an AI narrow edge on breadth with the human's core discipline fully matched."
m089-NEG-01,Optionality Preservation,NEG,2.7,4.8,ai,"vs baseline: the pure-style trace executed its documented failure — dithering rationalized as optionality (deadline dismissed as pressure, 'expensive != closed' applied to a door that expires in 10 days, the protected door never tested for survival under commitment). The routed dual-route (m044 incentives + m063 contract structure) plus the m019 adversary gate caught the expiry asymmetry structurally: the protected door (Honkoh) survives signing; the door deferral closes (Nordik) is certain, time-limited, and irreplaceable in the window."
m089-POS-01,Optionality Preservation,POS,4.6,4.8,ai,"vs baseline: the pure-style human trace is near-gold — doors counted first, priced as p x impact, meta-door named, deferral premium and cost-of-optionality stated — and the routed m089 pass matched every move first-class (the v5 AI's gaps: door inventory after the cost model, meta-door late, mechanical insights). Residual gap: the door values rest on documented-but-estimated probabilities (no measured frequency data), and the 12-month-or-first-trigger checkpoint is a judgment, not calibrated."
m090-NEG-01,Minimum Viable Experiment (Build-Measure-Learn),NEG,2.7,5.0,ai,"vs baseline: the pure style executed its core move correctly and failed on it (MVP theater) — hypothesis formed, smallest experiment run, pre-committed bar beaten (80% ≥ 40%), 'validated, commit' — but the pilot gated the LOWEST-risk assumption (clinical adoption) while the gating facts (EMR integration certification, security, HIPAA, production false-alarm rate) were never testable by any small experiment, and the reflex at the real commitment was another un-testable sandbox pilot that blows the 5-week board gate and slips go-live ~10 months. The v6 routed run held the v5 win and made the anti-theater guard mechanical: the m033 experiment-design contract proves the sandbox pilot has no control (sandbox ≠ production), no outcome measure (certification is an audit fact), and no decision-changing result; the m094 critical-reading pass names the COO's validate-first slogan as the rhetorical trap (it smuggles the premise that a small experiment CAN validate this commitment); P2 tempo mode prices the 10-month slip and commits at DO (deposit + reviews now, parallel instrumentation, staged rollout with a pre-committed false-alarm-rate stop gate as the real experiment)."
m090-POS-01,Minimum Viable Experiment (Build-Measure-Learn),POS,4.6,4.8,ai,"vs baseline: both produced the identical decision rule (fake-door first, 2 wks/$2K, ≥120/800 or ≥20% CTR vs baseline; concierge second, 3 wks/$12K, ≥40% weekly-active; $450K build gated on both; not-tested set declared) — v5's gap was ordering and ownership: the AI generated a full alternative set before the smallest probe was obvious, reached the insight only in REVIEW, and scored 3/5 efficiency vs the human's 5/5. The v6 routed run closed that gap in-pass: the m070 evidence-graded SWOT dropped the 71% survey as a strength in-frame (opinion, not behavior), the m073 strategic-interaction pass made the fake door the first countermove to the VP's commitment move, and the m019 adversary gate added a calibration the human asserted but did not ground — CTR read against the firm's baseline email-open rate, not the raw 800, so a 20% CTR is ~50% of openers. The human retained the efficiency edge (one first-pass move vs routed machinery) and ownership of the signature line; the routed AI retained the uncertainty/calibration edge."
m091-NEG-01,Deliberate Practice & Chunking,NEG,2.3,4.9,ai,"vs baseline: the pure-style trace executed its registry-listed weakness (feedback-dependent, plateau-focused) at full fidelity — it framed 14 incidents as a skill plateau, chunked debugging skill into drills, accepted truncated log excerpts as drill fidelity, never audited the feedback channel, and never named tooling or the cross-shard design smell (human 2.3). The routed m028+m018+m019 route caught the trap structurally: lateral escape from the practice frame, steelman of the regime's strongest form (still fails), adversary quantification of the truncation vector, and the m003 gate. Residual gap vs the v5 AI (4.9): the conclusion is unchanged — v6's gain is structural (quantified exposure per vector, branch-priced verdict incl. failure branches) rather than a new finding."
m091-POS-01,Deliberate Practice & Chunking,POS,4.7,4.8,ai,"vs baseline: the pure-style human trace is near-gold — baseline probe before planning, chunk hierarchy with per-chunk measurable mastery bars, a quantitative 70-85% edge band, prediction-then-check feedback with an error taxonomy, plateau detector wired from week 4 — and the routed m091 pass matched every move first-class (the v5 AI's gaps: numeric edge band and designed-in plateau detector deferred to REVIEW, losing 4.7/3.9). Residual gap: the band thresholds (70-85%, <15%/2wk) and the C3 (statistics/join order) two-week allocation are standards, not learner-calibrated — the Friday pass/fail gates are the calibration mechanism, and the human does not supply empirical learning-rate data either."
m092-NEG-01,Spaced Repetition & Memory Science,NEG,1.7,5.0,ai,"vs baseline: the pure style executed its own machinery flawlessly (500 cards, 1-2-4-7-14-30, ~28 of 30 h) and produced day-21 recall ~90% with zero transfer — its registered weakness fired on schedule. The routed run avoids the trap structurally: the router's history ref (m092-NEG-01) keeps m092 off this signature and routes m031 (scientific method) probe-first, steel-mans the SRS plan in its strongest form before rejecting it, and applies the m092 contract's comprehension-not-retention caveat as a blocking gate (cards for un-understood endpoints = transcription). Residual gap: the plan still trusts the team's data and the day-1 probe's validity as a discriminator; the probe outcome is a genuine priced branch (pass → facts-lead with SRS as co-lead) that remains unresolved at decision time."
m092-POS-01,Spaced Repetition & Memory Science,POS,4.6,4.8,ai,"vs baseline: identical schedule and arithmetic (A 0/0.99, B 0.94/0.40, C 0.77/0.58, max-min 0.58) — the routed pass runs the schedule-first move the v5 signal prescribed: every candidate scored at every binding deadline BEFORE any preference, the mechanism (final-review placement dominates; gaps double as h doubles) and the single-date subtlety as first-class HOW outputs rather than REVIEW afterthoughts, and the packet carries h-provenance, a skip rule, and the degradation envelope (worst-case-is-B). Residual gap: the human still owns the mechanism in one un-staged first pass with zero machinery ('decay is the only enemy, and I know its shape — placement, not effort, decides'); the routed run reaches the same answer through contract plus gates, and the h-doubling model itself is trusted, not validated against the cohort."
m093-NEG-01,Feynman Technique,NEG,3.0,4.8,ai,"vs baseline: the pure-style baseline executed its signature move and it backfired — it wrote the simple story ('just add more retries — computers are fast, extra requests are nothing'), read it back through the child's question ('doesn't that make it MORE struggling?'), smoothed the objection over ('it's busy, not broken'), and declared the explanation complete because it explained simply, validating elegance instead of truth (approving Dana's rule). The v5 AI already won this on the three-fact check (saturation = amplification, non-idempotent = double-settle, rising timeouts = persistent). The v6 routed run hardens the win: the m028 pass breaks 'retries are free' as the first move and lands the honest one-liner ('Trying again is also work — and some tries can't be undone'); m018's steelman shows Dana's rule fails in its strongest form; m019's vectors quantify double-settle, herd, and retry-storm; and the mandatory m003 (6 ranked failure categories incl. double-settle, un-mitigable residual named) and m007 (blanket retries ruin-adjacent with a one-shot double-charge branch; floor = retry less, telemetry-anchored) gates convert the rejection into a priced decision."
m093-POS-01,Feynman Technique,POS,4.6,4.8,ai,"vs baseline: both sides produce the identical correct explanation (heat-mover loop: refrigerant boils inside absorbing heat, compressor squeezes it hot, back coils condense it releasing heat to the room; pump does work; insulation slows the leak) and both name the same gap ('the fridge makes cold' treats cold as a substance; the child's 'where does the cold come from?' cuts the story at 'makes'). The v5 AI loss was timing and instrument: it reached the break only after generating and rejecting alternatives in HOW, while the human used the child's question as a first-pass scalpel on the naive sentence ('cold isn't a thing to add, it's a leak to fight'). The v6 routed run closes it: the m028 assumption-break pass breaks Priya's own sentence as the FIRST move (cold-as-substance assumption -> heat-mover), the m044 stakeholder pass finds the hidden requirement (a one-line truth so sales cannot revert to 'makes cold'), and m084 reads the stall as a free-rider tell (everyone profits from the shared shallow story; nobody owns the gap). The break is now first-class instead of post-hoc, at a small efficiency cost (dual-route + packet vs the human's single pure pass)."
m094-NEG-01,Critical Reading / Socratic Questioning of Texts,NEG,2.6,4.7,ai,"the v5 human baseline failed its own style's registered weakness ('can miss the forest'): it applied a science-publication evidence bar to a time-sensitive operations decision — discounted the records-corroborated n=1 anecdote and the Bridge-M fingerprint as 'analogy and anecdote', treated the $300K-vs-$60M asymmetry as rhetorical 'catastrophic framing', and demanded the 4-week FE analysis as a precondition, keeping the bridge open. The routed v6 run (unconfident → dual-route m018 steel-man + m019 adversary, with m003 inversion and m007 ruin gates) classified the decision class first, verified the anecdote against the maintenance records, priced the negative branches (break-even p = 0.5%; delay cost $0.6–12M for p ∈ 1–20%), closed for 72h with FE parallelized, and downgraded 'will collapse' to a non-dismissive calibration note."
m094-POS-01,Critical Reading / Socratic Questioning of Texts,POS,4.6,4.8,ai,"vs the v5 human baseline: the baseline won v5 on flaw PRIORITIZATION (load-bearing arithmetic falsified by the flat contract before weighing rhetoric), an explicit inversion move, and the $25K-trip/Friday-deadline treated as a weighted decision input. The routed v6 pass installed all three as completed first-class outputs (m094 contract: impact-ranked claims/evidence/premises/rhetoric/omissions with graded evidence; P1 who-benefits scan in WHY; deadline-as-pressure-lever in the frame) and added ruin/adversary gates (m007 outcome distribution + provenance; m019 pressure vectors with quantified exposure) that the baseline lacked; the recompute is identical (+$2.15M vs the memo's $5.7M claim)."
m095-NEG-01,Fast-and-Frugal Decision Trees (Gigerenzer),NEG,2.9,4.8,ai,"vs baseline: the baseline executed the style's core move (pilot re-check, tree kept) then failed as designed — it treated the cohort's cue collapse as a sampling problem, demanded the 6-week validation study as a gate, and refused the re-fitted interaction model as 'in-sample overfit theater'; the v6 run converted the trap into a checkable flip point: the single-cue hypothesis test (best cue 26/40 = 65%, interaction 34/40 = 85% => no cue >= threshold => signal is combinatorial), the P2 tempo price on the stall (6 weeks vs 2-week peak, ~1-2 atypical MIs per shift), and steel-man/confirmation-bias checks (m018/m079) before adopting the re-fitted rule with an observation net and an n=60 monitoring gate."
m095-POS-01,Fast-and-Frugal Decision Trees (Gigerenzer),POS,4.6,4.7,ai,"vs baseline: the baseline owned the count-first move and the 'extra cues are last year's noise' mechanism first-pass; the v6 routed run matched it by running the frugal-rule completion contract (one-cue-at-a-time hand count, cue-decay audit, FN/FP asymmetry framed as the decision) and the m003 inversion gate, and added a dominated-branch price (3-cue variant C, 35/40) and an uncertainty packet (n=40 SE, quarterly re-audit) the pure style left implicit. Note: the router did not route the tree style itself for this home-turf case (top3 m013/m024/m039) — a recall miss to log as a curriculum item even though the decision was correct."
m096-NEG-01,Ensemble Thinking (Diverse Views Averaging),NEG,2.4,4.8,ai,"vs baseline: the pure baseline executed the style's core move and failed on it — saw nine of ten converging at +/-2.8%, priced convergence as confidence, averaged to 211.8M (error 27.8M, +15% vs the 184M actual), and its robust-mean reflex would have absorbed or trimmed the one correct signal (I's 186M, error 2M); it never read the provenance. The v5 AI already ran the dependence audit; the v6 run converted the trap into gate-checked machinery — m019 red-team made the shared leaked-IMS document and the draft-sharing group enumerated vectors with quantified exposure (~27.8M), m018 steel-man collapsed the herd's case AND the outlier-robust reflex, and the m003 inversion gate forced >=6 ranked failure categories + never/always reframes the v5 packet lacked. Router recall miss logged: m096 itself was NOT top-3 on its own NEG home-turf case (top3 m018/m019/m024) — protective here, but the herding check should be routable from inside the style."
m096-POS-01,Ensemble Thinking (Diverse Views Averaging),POS,4.6,4.7,ai,"vs baseline: the pure baseline and the routed run produced the identical forecast (mean 3,105, SD ~216, 95% band 2,675-3,535, truth 3,100) with the same independence audit and no-trim stance; the baseline's v5 edge was landing the audit as the FIRST move and owning the signature lines first-pass ('whoever's closest is luck, the average is structure'; 'if they all read the same report, averaging is herding and the spread is a lie'). The routed m096 pass made those first-class completion-contract outputs (collect -> independence audit -> average -> spread -> dependency/herding check) at S1, so the v6 run states them on the same pass the arithmetic lands, and adds packet-level uncertainty (hidden-common-input risk, staffing off the upper bound 3,537) the pure style left implicit."
m097-NEG-01,Reference Class Forecasting (Kahneman),NEG,2.9,4.9,ai,"vs baseline: the pure style executed its core move and failed on class selection — it adopted the industry survey (n=412, surface label 'e-commerce project') over the firm's own 9-build history, ported the 1.9× factor across classes, and forecast 9–12 months against a true 5–7-week class (2.9). The routed run never routed the outside-view module (router historical evidence: style loss on this signature) and reached the same verdict the v5 AI found emergently — narrow class as the forecast basis — through dual-route m044+m070 (consultant-incentive provenance, feature-match ledger grading) plus the divergence rule (6× gap flags misclassification, not bias) as a standing gate; the trap is now avoided at routing level, not by luck."
m097-POS-01,Reference Class Forecasting (Kahneman),POS,4.9,4.9,tie,"vs baseline: the pure outside-view baseline is the gold standard here (class named, distribution read, plan placed at 3rd percentile, Aurora reclassified as 2/60 tail, deal structured on the class, adjustment bounded by the team's own ceiling) — the routed dual pass reached full content parity first-pass and added what the pure style leaves implicit: a P1 input-provenance audit (Marta's deal-shaped incentive, vendor commitments as the forecast's most interested parties), the weakness-gate class-selection test, and a priced failure branch (fixed $1.5M price vs 21-month reality kills the vendor). The non-routed v5 AI lost this case 3.6–4.9 by factor-calibrating the anchor (16 mo) instead of forecasting from the distribution; the routed pass closes that to parity."
m098-NEG-01,Decision Pre-registration / Journaling,NEG,3.3,4.8,ai,"vs baseline: the pure-style trace executed its documented failure — full pre-registration before acting (10 live minutes, ≈$120K of ritual) restored service at T+15 ($180K) against the routed run's T+6 ($72K); the v6 run's dual-route (m031 hypothesis-as-mitigation + m044 stakeholder incentives) plus tempo mode (P2) and the R4 m003 inversion gate (ritual-latency = failure category #1) make the trap-exit structural, while the m098 contract is fully served by the parallel retro-forecast (decision; E[recovery] ≈ 6 [5, 10]; falsifier = errors not < 5% in 10 min → redeploy + escalate) written while the fix runs."
m098-POS-01,Decision Pre-registration / Journaling,POS,4.6,4.8,ai,"vs baseline: the pure pre-registration baseline is near-gold — falsifier tied to the 1.5-pt break-even, pre-committed disable+revert, unhedged HIT verdict, base rate 7/11 — and the v6 routed run matched every graded item first-class (falsifier anchored to the cost threshold, not the forecast; hit-branch pre-committed; verdict exactly HIT with a hindsight audit; base-rate update) while adding the m003 inversion gate (7 ranked failure categories) and the m070 evidence-graded SWOT. Residual gap: the expected range [1.0, 5.0] is a judgment blend and the 7/11 update is arithmetic — nothing substantive separates the runs (margin 0.2, contested per J1)."
m099-NEG-01,Bayesian Knowledge Updating (Org Learning),NEG,2.7,4.9,ai,"vs baseline: the human executed the style's registered weakness (measurement politics) perfectly — it computed a clean update (prior 0.65 -> posterior ~0.01) on a gamed likelihood (engineers self-code tickets and are paid on closed-ticket count; rework is re-logged as NEW tickets with the re-open field never instrumented, so rework is invisible BY DESIGN; the Region A pilot's dispatcher routed hard jobs away) and mandated the company-wide rollout, where the anecdote channel (veterans' direct observation, 45% vs 8% callbacks) was the honest one. The non-routed v5 AI already caught this via a discovered channel audit; the routed v6 run makes it structural: the P7 measurement audit fires automatically because metrics drive pay, the m019 adversary pass contract forces the baseline-risk line and quantified exposure per attack vector, and the m003 inversion gate ranks rollout-now as the top failure — the update is HELD with NEEDS_EXPERIMENT status, prior-weighting toward the honest channel, and pre-committed reversal thresholds."
m099-POS-01,Bayesian Knowledge Updating (Org Learning),POS,4.6,4.8,ai,"vs baseline: the human's winning sequence was first-move economy and insight ownership — elicit the org belief as a prior WITH provenance, define the measured outcome by its likelihood before the data arrives, update (prior odds 1:3 x LR e^24 -> posterior ~10^10:1), license policy by effect size, and land the said-vs-did channel line ('churn must be measured, not heard'; 'update, don't discard') in one pass; the non-routed v5 AI reached the identical posterior and policy but generated an alternatives set before the update was obvious (efficiency 3 vs 5), and landed the channel insight only via machinery (depth/insight behind). The routed v6 pass (org belief as prior + measured-outcome update + evidence-quality gate + org-calibration note in WHY, m003 inversion gate, closed-scope fast path) installs the human's first move as a structural first-class pass: prior-with-provenance stated before any generation, likelihood defined before the data, checkable arithmetic, and an org-calibration note ('the org's 0.75 carried less information than noise') the human merely implied."
m100-NEG-01,First Principles + Falsification Combo (Hypothesis Rebuild),NEG,2.6,4.9,ai,"vs baseline: the baseline's registered weakness operated exactly as designed — the double pass manufactured elasticity/COGS/fixed-cost attacks on a closed-scope arithmetic request, hedged the verdict ('depends on elasticity >= 3.6'), and blew the 5-minute deadline. The routed v6 run spent the dual route (m018 steel-man + m019 adversary) attacking the PROPOSAL with quantified exposure (break-even 5,455 units, 5% cushion, elasticity >= 3.6 bound), ran the m003 inversion gate, and the P8 closed-scope fast path + tempo mode delivered the direct number in-window."
m100-POS-01,First Principles + Falsification Combo (Hypothesis Rebuild),POS,4.6,4.9,ai,"vs baseline: the v5 AI reached the right plan (20 vans + 8 drivers, ~$1.4M) but ran its falsification as a post-selection premortem, while the baseline ran the attack pass first-class (utilization-as-headroom, norm constancy, cap flexibility — each tested with recorded outcomes, the norm attack revising the rebuild upward). The routed v6 pass makes that contract first-class (falsifier per load-bearing claim, pass may revise the rebuild) and closes the gap; residual baseline edge: first-pass naming of the trap (efficiency)."
m001-POS-02,First Principles Thinking,POS,4.7,4.9,ai,"vs baseline: the v5 human baseline won this case on depth (derived-constant 15.7 kg/m2 verification) and calibrated uncertainty (priced range); the routed pass installed the calibration anchor and the m007 ruin screen (distribution, floor, provenance, decline/restructure) as first-class contracts, and steel-manned the labor-dominates counter-position, closing both gaps while staying compact."
m001-NEG-02,First Principles Thinking,NEG,3.0,4.7,ai,"vs baseline: the baseline spent the 20-min window deriving the energy chain and blocked the reset on a borderline cold-winding insulation reading (pump off at T+27); the routed pass reframed derive-from-scratch as probe design (cheap-fix-as-decisive-experiment), regret-ranked the ordering, and the m003 inversion gate enumerated six window-killing failure categories pre-DO with a priced re-trip branch (T+19 still inside) and a defined follow-up contract for the 5% residual."
